,university,career,inscription_date,first_name,last_name,gender,age,postal_code,location,email
459,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS AMBIENTALES,2020-10-27,,KAREN WILLIAMS,F,1947-10-22,3433,,SHANNONJENKINS@YAHOO.COM
460,UNIVERSIDAD DE FLORES,LICENCIATURA EN TERAPIA OCUPACIONAL,2020-10-12,,STANLEY JOHNSON,M,1959-05-29,7547,,RAMOSDUSTIN@GMAIL.COM
461,UNIVERSIDAD DE FLORES,LICENCIATURA EN GESTIÓN DE AGROALIMENTOS,2020-10-14,,FREDERICK SUTTON,M,1949-11-27,5755,,BRITTNEY88@HOTMAIL.COM
462,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS,2020-10-09,,ANN HOGAN,F,2001-04-22,2438,,PARKERCURTIS@HOTMAIL.COM
463,UNIVERSIDAD DE FLORES,LICENCIATURA EN RELACIONES DEL TRABAJO ,2020-09-15,,KYLE SMITH,M,1917-12-07,6513,,HULLERIC@HOTMAIL.COM
464,UNIVERSIDAD DE FLORES,BIOQUÍMICA,2020-10-18,,FRED ORTIZ,M,1966-10-14,4231,,TIFFANY03@HOTMAIL.COM
465,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ,2021-01-15,,MATHEW CORTEZ,M,2019-07-10,6438,,JUANCHAPMAN@YAHOO.COM
466,UNIVERSIDAD DE FLORES,LICENCIATURA EN PRODUCCIÓN DE BIOIMAGENES,2020-10-03,,PAMELA HARRISON,F,1966-02-27,1838,,CHRISTOPHERALLEN@GMAIL.COM
467,UNIVERSIDAD DE FLORES,DISEÑO INDUSTRIAL,2020-11-10,,PAUL GONZALES,M,1955-07-12,5275,,KNIGHTSTEPHANIE@GMAIL.COM
468,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIA POLÍTICA ,2020-12-19,,KEVIN MOSS,M,2012-06-08,8180,,LINDSEY70@YAHOO.COM
469,UNIVERSIDAD DE FLORES,ACTUARIO ,2020-10-20,,MICHAEL RODRIGUEZ,M,1914-09-11,6646,,NATKINS@YAHOO.COM
470,UNIVERSIDAD DE FLORES,LICENCIATURA EN MUSICOTERAPIA,2020-10-19,,HUNTER HENDERSON,M,1944-11-07,5730,,WILLIAM99@YAHOO.COM
471,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS GEOLÓGICAS,2020-11-08,,KENNETH GARCIA,M,1956-11-20,6443,,DDAVIS@YAHOO.COM
472,UNIVERSIDAD DE FLORES,ARQUITECTURA,2020-10-28,,DAVID CRAWFORD,M,1996-05-03,5527,,KNIGHTMICHELE@HOTMAIL.COM
473,UNIVERSIDAD DE FLORES,AGRONOMÍA,2020-10-05,,KRISTEN FLEMING,F,1905-12-08,6720,,MAXWELLGINA@GMAIL.COM
474,UNIVERSIDAD DE FLORES,DISEÑO DE IMAGEN Y SONIDO,2020-11-20,,ALEJANDRO KELLER,M,1922-02-02,5523,,OMCKINNEY@GMAIL.COM
475,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS BIOLÓGICAS,2021-01-10,,SUSAN HALL,F,2003-11-05,4153,,JANE23@GMAIL.COM
476,UNIVERSIDAD DE FLORES,FARMACIA,2020-11-29,,KATELYN CONTRERAS,F,2009-02-21,4000,,ERIN29@YAHOO.COM
477,UNIVERSIDAD DE FLORES,LICENCIATURA EN KINESIOLOGÍA Y FISIATRÍA,2020-11-15,,AMBER HILL,F,1919-08-21,2246,,YRICE@HOTMAIL.COM
478,UNIVERSIDAD DE FLORES,CIENCIAS VETERINARIAS,2021-01-28,,STEVEN DICKERSON,M,1917-02-09,8363,,WILLIAM58@HOTMAIL.COM
479,UNIVERSIDAD DE FLORES,BIOQUÍMICA,2021-01-16,,REGINALD LOPEZ,M,1951-05-01,3386,,JOSHUAADAMS@GMAIL.COM
480,UNIVERSIDAD DE FLORES,ARQUITECTURA,2021-01-21,,CAITLYN BAUER,F,2009-10-03,4641,,DAVIDSONMEGAN@YAHOO.COM
481,UNIVERSIDAD DE FLORES,LICENCIATURA EN PRODUCCIÓN DE BIOIMAGENES,2021-01-26,,CHARLES LEWIS,M,2011-09-20,1900,,TIFFANYARNOLD@HOTMAIL.COM
482,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS DE LA COMPUTACIÓN,2020-11-15,,AMANDA PRICE,F,1984-05-05,6723,,DOMINGUEZRACHEL@GMAIL.COM
483,UNIVERSIDAD DE FLORES,ARQUITECTURA,2020-10-05,,EUGENE FISHER,M,2006-02-16,6345,,HOGANAMY@GMAIL.COM
484,UNIVERSIDAD DE FLORES,LICENCIATURA EN MUSICOTERAPIA,2020-12-18,,JON GAINES,M,1906-05-08,3524,,BERRYALEX@GMAIL.COM
485,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS DE LA COMPUTACIÓN,2020-10-14,,SANDRA FLORES,F,1967-08-06,5425,,UPARSONS@GMAIL.COM
486,UNIVERSIDAD DE FLORES,MEDICINA,2020-10-21,,BILLY HUNT,M,1947-01-16,6367,,CHRISTOPHERBOOTH@YAHOO.COM
487,UNIVERSIDAD DE FLORES,ACTUARIO ,2020-10-01,,AARON LEBLANC,M,1986-09-24,5710,,JAMESREYES@HOTMAIL.COM
488,UNIVERSIDAD DE FLORES,LICENCIATURA EN RELACIONES DEL TRABAJO ,2020-11-19,,WILLIAM WHEELER,M,1930-11-02,5423,,LEEJESSICA@HOTMAIL.COM
489,UNIVERSIDAD DE FLORES,MEDICINA,2020-09-25,,BILLY JONES,M,1976-03-12,6648,,BOBBY83@YAHOO.COM
490,UNIVERSIDAD DE FLORES,LICENCIATURA EN PSICOLOGÍA,2020-10-19,,PAIGE BROWN,F,1995-08-05,6333,,JOSHUA02@GMAIL.COM
491,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS,2020-10-18,,BARBARA KIM,F,2015-06-09,8403,,DESTINYGARCIA@GMAIL.COM
492,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS BIOLÓGICAS,2020-12-11,,ANDREW CAMPBELL,M,1947-03-13,2115,,JOHNSONJEFFREY@HOTMAIL.COM
493,UNIVERSIDAD DE FLORES,FARMACIA,2020-09-21,,ERIN ROBERTS,F,1913-01-22,6433,,MEREDITHGROSS@GMAIL.COM
494,UNIVERSIDAD DE FLORES,INGENIERÍA MECÁNICA,2021-01-17,,MICHELLE REILLY,F,1955-12-11,7165,,ADAMWEBER@YAHOO.COM
495,UNIVERSIDAD DE FLORES,LICENCIATURA EN RELACIONES DEL TRABAJO ,2020-09-16,,MICHAEL HERNANDEZ,M,1971-03-28,5427,,ROMEROGABRIEL@HOTMAIL.COM
496,UNIVERSIDAD DE FLORES,ARQUITECTURA,2020-12-22,,FRANKLIN PETERSON,M,2002-03-25,6660,,CHRISTOPHER15@HOTMAIL.COM
497,UNIVERSIDAD DE FLORES,LICENCIATURA EN SOCIOLOGÍA ,2020-10-21,,ELLEN DEAN,F,1982-05-10,9410,,DARRELL89@YAHOO.COM
498,UNIVERSIDAD DE FLORES,AGRONOMÍA,2020-11-08,,MELANIE GRAY,F,1905-12-17,7401,,TYLER65@HOTMAIL.COM
499,UNIVERSIDAD DE FLORES,ARQUITECTURA,2020-11-19,,ADAM HUGHES,M,1997-03-09,8305,,CHUGHES@GMAIL.COM
500,UNIVERSIDAD DE FLORES,AGRONOMÍA,2020-10-16,,RICHARD DOUGHERTY,M,1914-08-02,4711,,CACOSTA@HOTMAIL.COM
501,UNIVERSIDAD DE FLORES,BIOQUÍMICA,2020-11-02,,JACOB REYES DVM,M,1941-10-19,2345,,ERIKGONZALES@YAHOO.COM
502,UNIVERSIDAD DE FLORES,INGENIERÍA ELECTRÓNICA,2020-11-11,,DAVID ESCOBAR,M,1942-03-09,8156,,SBROWN@HOTMAIL.COM
503,UNIVERSIDAD DE FLORES,INGENIERÍA MECÁNICA,2020-10-23,,SHAWN PHILLIPS,M,1957-11-17,2607,,IMITCHELL@GMAIL.COM
504,UNIVERSIDAD DE FLORES,LICENCIATURA EN PSICOLOGÍA,2020-09-17,,HEATHER BAKER,F,1991-05-30,4149,,MMILLER@HOTMAIL.COM
505,UNIVERSIDAD DE FLORES,LICENCIATURA EN ARTES,2020-09-13,,LISA WALLACE,F,1947-07-15,5315,,USTEPHENS@GMAIL.COM
506,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS AMBIENTALES,2020-10-28,,ERIC HARRIS,M,1995-08-26,5711,,MARKSSTEVEN@GMAIL.COM
507,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS BIOLÓGICAS,2020-11-03,,BRIAN DALTON,M,1970-04-11,2342,,MHARMON@GMAIL.COM
508,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIA POLÍTICA ,2021-01-27,,PAMELA MORGAN,F,1991-04-23,1704,,PAULA47@HOTMAIL.COM
509,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS,2020-10-12,,CAROL MCINTOSH,F,1952-01-06,4606,,YMARSH@YAHOO.COM
510,UNIVERSIDAD DE FLORES,BIOQUÍMICA,2020-12-19,,MATTHEW JOHNSON,M,1972-07-31,5442,,MULLENELIZABETH@GMAIL.COM
511,UNIVERSIDAD DE FLORES,LICENCIATURA EN ARTES,2021-01-06,,RACHAEL OWEN,F,2017-04-07,7536,,XVAZQUEZ@HOTMAIL.COM
512,UNIVERSIDAD DE FLORES,LICENCIATURA EN ARTES,2020-11-21,,AMANDA FOX,F,1962-03-20,7243,,JOHNSONSTEVEN@GMAIL.COM
513,UNIVERSIDAD DE FLORES,LICENCIATURA EN ARTES,2020-12-28,,TAYLOR DAY,F,1979-05-21,1778,,DANIEL04@GMAIL.COM
514,UNIVERSIDAD DE FLORES,LICENCIATURA EN SOCIOLOGÍA ,2020-09-14,,SCOTT VALDEZ,M,1924-11-28,8308,,YMORRISON@HOTMAIL.COM
515,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS GEOLÓGICAS,2021-01-27,,CHERYL RODRIGUEZ,F,1950-02-16,3128,,CHRISTOPHER30@YAHOO.COM
516,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS BIOLÓGICAS,2020-10-16,,DR. ALICE HALL,F,1987-12-26,7119,,ANDREAJONES@YAHOO.COM
517,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS GEOLÓGICAS,2020-12-29,,RACHAEL SANDERS,F,1922-03-21,1718,,LORI51@YAHOO.COM
518,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS,2020-11-11,,LORI PENNINGTON,F,2019-07-11,8308,,PSMITH@HOTMAIL.COM
519,UNIVERSIDAD DE FLORES,DISEÑO DE IMAGEN Y SONIDO,2021-01-15,,DAVID JOHNSON,M,1917-12-19,7414,,KELLERTHOMAS@YAHOO.COM
520,UNIVERSIDAD DE FLORES,LICENCIATURA EN SOCIOLOGÍA ,2021-01-06,,ERICA LYONS,F,2001-08-17,1778,,VSCOTT@GMAIL.COM
521,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS BIOLÓGICAS,2020-09-05,,TYLER CLARK,M,1948-05-11,2618,,WRIGHTNICHOLAS@YAHOO.COM
522,UNIVERSIDAD DE FLORES,ARQUITECTURA,2020-09-13,,KIMBERLY FORD,F,2019-05-30,6469,,TBARAJAS@HOTMAIL.COM
523,UNIVERSIDAD DE FLORES,CIENCIAS VETERINARIAS,2021-01-13,,ADAM CURTIS,M,1965-08-30,2255,,MORSEALLISON@HOTMAIL.COM
524,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS GEOLÓGICAS,2020-10-19,,RICHARD MILLS,M,1989-05-20,6538,,JACKSONMICHAEL@HOTMAIL.COM
525,UNIVERSIDAD DE FLORES,LICENCIATURA EN SOCIOLOGÍA ,2020-10-25,,GAIL CARTER,F,1942-06-24,3425,,CHRISTYMURPHY@HOTMAIL.COM
526,UNIVERSIDAD DE FLORES,LICENCIATURA EN ARTES,2020-10-10,,KEVIN MEZA,M,1914-06-27,5632,,JONESASHLEY@HOTMAIL.COM
527,UNIVERSIDAD DE FLORES,FARMACIA,2020-09-17,,MISS KIARA BOOTH MD,F,1993-02-12,6430,,ANDREW99@GMAIL.COM
528,UNIVERSIDAD DE FLORES,INGENIERÍA ELECTRÓNICA,2021-01-18,,DONALD ALVARADO,M,1948-04-07,6339,,WILLIAM16@YAHOO.COM
529,UNIVERSIDAD DE FLORES,LICENCIATURA EN MUSICOTERAPIA,2020-12-08,,SAVANNAH GALVAN,F,1943-12-23,5873,,EDWARDSKEVIN@HOTMAIL.COM
530,UNIVERSIDAD DE FLORES,FARMACIA,2020-10-24,,MARK COLE,M,1946-02-02,2126,,SMITHBRIAN@GMAIL.COM
531,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS BIOLÓGICAS,2021-01-09,,REGINA VAZQUEZ,F,1918-01-07,3454,,HUDSONKEVIN@GMAIL.COM
532,UNIVERSIDAD DE FLORES,AGRONOMÍA,2021-01-13,,ASHLEY RAMIREZ,F,2017-01-14,8500,,DLEWIS@GMAIL.COM
533,UNIVERSIDAD DE FLORES,CONTADOR PÚBLICO ,2020-10-28,,ISAIAH HILL,M,1991-04-01,8412,,MARTINEZSARAH@YAHOO.COM
534,UNIVERSIDAD DE FLORES,ACTUARIO ,2021-01-15,,ELIZABETH REYNOLDS,F,1959-11-12,3407,,GKIM@HOTMAIL.COM
535,UNIVERSIDAD DE FLORES,INGENIERÍA EN INFORMÁTICA,2021-01-10,,JOSEPH ANDERSON,M,1966-05-13,1929,,GRANTCYNTHIA@YAHOO.COM
536,UNIVERSIDAD DE FLORES,LICENCIATURA EN ADMINISTRACIÓN ,2020-10-23,,PATRICK OWENS,M,1909-08-20,3302,,JOHNSONKEITH@HOTMAIL.COM
537,UNIVERSIDAD DE FLORES,DISEÑO INDUSTRIAL,2020-11-22,,STEPHANIE BALL,F,2012-06-12,2148,,FRANK96@HOTMAIL.COM
538,UNIVERSIDAD DE FLORES,LICENCIATURA EN SOCIOLOGÍA ,2020-12-20,,LESLIE SCHWARTZ,F,2018-05-26,2760,,BRYANWALKER@HOTMAIL.COM
539,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS GEOLÓGICAS,2020-11-19,,MICHAEL WILLIAMSON,M,1984-12-02,6031,,YSUTTON@YAHOO.COM
540,UNIVERSIDAD DE FLORES,DISEÑO INDUSTRIAL,2021-01-08,,MICHAEL SMITH,M,1910-12-07,3191,,GORDONJADE@GMAIL.COM
541,UNIVERSIDAD DE FLORES,LICENCIATURA EN TERAPIA OCUPACIONAL,2021-01-06,,DANIEL LONG,M,1990-06-11,7201,,JOANNE24@HOTMAIL.COM
542,UNIVERSIDAD DE FLORES,INGENIERÍA ELECTRÓNICA,2021-01-27,,MARY MARTIN,F,1922-04-18,8118,,PFORD@YAHOO.COM
543,UNIVERSIDAD DE FLORES,LICENCIATURA EN KINESIOLOGÍA Y FISIATRÍA,2020-11-02,,ANGELICA LONG,F,1955-01-28,8371,,JESSICALITTLE@HOTMAIL.COM
544,UNIVERSIDAD DE FLORES,INGENIERÍA ELECTRÓNICA,2020-12-14,,DUSTIN VAZQUEZ,M,1967-12-28,4145,,JASMINE89@YAHOO.COM
545,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS,2020-12-16,,JOSHUA GARZA,M,2006-04-13,1748,,MCKINNEYMATTHEW@YAHOO.COM
546,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIA POLÍTICA ,2020-10-20,,DANIEL RAMOS,M,2003-09-14,1670,,JENNIFERLARSON@HOTMAIL.COM
547,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ,2020-12-06,,JOSEPH DAVIS,M,1906-12-02,1879,,ASANDERS@HOTMAIL.COM
548,UNIVERSIDAD DE FLORES,LICENCIATURA EN TERAPIA OCUPACIONAL,2021-01-05,,JEFFREY MERCADO,M,2016-02-06,6051,,JOSHUAWALKER@GMAIL.COM
549,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS AMBIENTALES,2020-11-02,,BOBBY CORTEZ,M,2008-07-28,2701,,SEANBULLOCK@GMAIL.COM
550,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS BIOLÓGICAS,2020-12-20,,SUZANNE SMITH,F,2006-03-16,6551,,MELANIE99@YAHOO.COM
551,UNIVERSIDAD DE FLORES,LICENCIATURA EN ADMINISTRACIÓN ,2020-10-15,,DANIEL GUERRA,M,1997-04-06,3440,,HFARMER@HOTMAIL.COM
552,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS,2020-12-18,,TAMMY GRAY,F,1991-05-13,5750,,AARONJACOBS@HOTMAIL.COM
553,UNIVERSIDAD DE FLORES,ARQUITECTURA,2020-11-24,,PHYLLIS MCINTYRE,F,1953-01-12,6607,,CHARLES58@GMAIL.COM
554,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS BIOLÓGICAS,2020-12-16,,STEPHANIE ANDREWS,F,1975-08-20,2915,,MARY72@YAHOO.COM
555,UNIVERSIDAD DE FLORES,LICENCIATURA EN KINESIOLOGÍA Y FISIATRÍA,2020-11-13,,STACY OLSON,F,1948-12-07,5413,,HODGESPAM@GMAIL.COM
556,UNIVERSIDAD DE FLORES,LICENCIATURA EN ADMINISTRACIÓN ,2020-12-09,,VANESSA MARTIN,F,2020-08-14,2148,,ANDRE83@YAHOO.COM
557,UNIVERSIDAD DE FLORES,INGENIERÍA ELECTRÓNICA,2020-12-01,,JASON HANSON,M,2011-11-05,8122,,GINA08@YAHOO.COM
558,UNIVERSIDAD DE FLORES,AGRONOMÍA,2021-01-05,,ALYSSA ANDERSON,F,1939-12-13,6207,,TAYLORRENEE@YAHOO.COM
559,UNIVERSIDAD DE FLORES,BIOQUÍMICA,2020-11-20,,DEBBIE PATTON,F,1907-10-23,2214,,SAMANTHA20@YAHOO.COM
560,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS DE LA COMPUTACIÓN,2020-11-17,,WILLIAM JOHNSON,M,2020-07-06,5622,,DESTINY08@GMAIL.COM
561,UNIVERSIDAD DE FLORES,LICENCIATURA EN KINESIOLOGÍA Y FISIATRÍA,2020-12-28,,KELLY WHITE,F,1929-05-14,4648,,JASON86@HOTMAIL.COM
562,UNIVERSIDAD DE FLORES,CIENCIAS VETERINARIAS,2021-01-17,,TRAVIS WOODS,M,1940-04-14,7130,,PATRICIAADAMS@GMAIL.COM
563,UNIVERSIDAD DE FLORES,LICENCIATURA EN ARTES,2020-12-06,,VERONICA OLIVER,F,2014-11-09,3050,,CHRISTOPHERBUCHANAN@HOTMAIL.COM
564,UNIVERSIDAD DE FLORES,INGENIERÍA EN INFORMÁTICA,2020-12-25,,KATIE HURST,F,1968-10-14,2506,,HERNANDEZKATHY@HOTMAIL.COM
565,UNIVERSIDAD DE FLORES,INGENIERÍA ELECTRÓNICA,2020-12-09,,SHANNON DIAZ,F,1993-12-06,9310,,WOODWARDJENNIFER@GMAIL.COM
566,UNIVERSIDAD DE FLORES,LICENCIATURA EN ADMINISTRACIÓN ,2020-12-02,,JANE MURPHY,F,1986-12-12,1603,,PSMITH@HOTMAIL.COM
567,UNIVERSIDAD DE FLORES,TÉCNICO PARA BIOTERIOS ,2020-10-19,,CHELSEA ROBERTS,F,1920-05-14,3416,,ROBERTWILLIAMS@YAHOO.COM
568,UNIVERSIDAD DE FLORES,INGENIERÍA MECÁNICA,2020-09-19,,JAMIE DUNCAN,M,1995-03-20,3332,,JOHNSONDALTON@GMAIL.COM
569,UNIVERSIDAD DE FLORES,CIENCIAS VETERINARIAS,2020-11-04,,MOLLY BARNETT,F,1973-11-05,3481,,CAITLIN58@YAHOO.COM
570,UNIVERSIDAD DE FLORES,LICENCIATURA EN ARTES,2020-12-16,,MEGAN JACKSON,F,1998-04-22,5351,,AREILLY@HOTMAIL.COM
571,UNIVERSIDAD DE FLORES,INGENIERÍA EN INFORMÁTICA,2020-09-08,,MORGAN CUMMINGS,F,1914-01-07,1986,,TSMITH@YAHOO.COM
572,UNIVERSIDAD DE FLORES,LICENCIATURA EN MUSICOTERAPIA,2020-09-27,,CHRISTOPHER CLARK,M,1909-05-14,3226,,LPETERS@GMAIL.COM
573,UNIVERSIDAD DE FLORES,LICENCIATURA EN ARTES,2020-09-10,,MICHAEL BUTLER,M,1941-12-04,3085,,ARNOLDLOGAN@HOTMAIL.COM
574,UNIVERSIDAD DE FLORES,LICENCIATURA EN ADMINISTRACIÓN ,2021-01-16,,ELAINE CASEY,F,1943-04-13,7221,,JACOBCOOK@GMAIL.COM
575,UNIVERSIDAD DE FLORES,LICENCIATURA EN PSICOLOGÍA,2021-01-05,,SAMUEL BROWN,M,1921-10-28,4612,,EWASHINGTON@HOTMAIL.COM
576,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS BIOLÓGICAS,2020-12-14,,CRAIG CAMPBELL,M,1954-03-12,3032,,ELIZABETH95@HOTMAIL.COM
577,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ,2020-09-13,,JEREMY CLARK,M,2004-06-22,9020,,JILL86@GMAIL.COM
578,UNIVERSIDAD DE FLORES,LICENCIATURA EN PLANIFICACIÓN Y DISEÑO DEL PAISAJE,2021-01-18,,JUAN CHRISTENSEN,M,1978-09-25,3103,,ALLISON62@YAHOO.COM
579,UNIVERSIDAD DE FLORES,LICENCIATURA EN MUSICOTERAPIA,2020-09-11,,ALYSSA LYNN,F,1932-02-07,7005,,FSMITH@YAHOO.COM
580,UNIVERSIDAD DE FLORES,BIOQUÍMICA,2020-12-08,,DEVIN HARVEY,M,1913-05-18,4135,,COOPERBRITTNEY@GMAIL.COM
581,UNIVERSIDAD DE FLORES,LICENCIATURA EN SOCIOLOGÍA ,2021-01-31,,BRANDY PRICE,F,1932-12-30,3187,,CRUZJENNIFER@YAHOO.COM
582,UNIVERSIDAD DE FLORES,ARQUITECTURA,2020-12-09,,MONICA ARROYO,F,1999-12-14,7214,,JACOBNAVARRO@GMAIL.COM
583,UNIVERSIDAD DE FLORES,LICENCIATURA EN KINESIOLOGÍA Y FISIATRÍA,2020-10-28,,LISA CARNEY,F,1958-04-18,9111,,LPOOLE@GMAIL.COM
584,UNIVERSIDAD DE FLORES,FARMACIA,2021-01-06,,BRIAN JOHNSON,M,1935-05-18,6463,,IWRIGHT@HOTMAIL.COM
585,UNIVERSIDAD DE FLORES,INGENIERÍA EN INFORMÁTICA,2021-01-13,,WILLIAM CONTRERAS,M,1946-01-15,8318,,UHERNANDEZ@YAHOO.COM
586,UNIVERSIDAD DE FLORES,LICENCIATURA EN TERAPIA OCUPACIONAL,2020-09-14,,BRANDON WATSON,M,1914-11-18,6621,,SARAH49@YAHOO.COM
587,UNIVERSIDAD DE FLORES,INGENIERÍA ELECTRÓNICA,2020-09-01,,JOSHUA RAMIREZ,M,1931-12-24,2848,,RYAN70@HOTMAIL.COM
588,UNIVERSIDAD DE FLORES,INGENIERÍA MECÁNICA,2021-01-16,,CHRISTOPHER RICH,M,1987-07-31,5700,,NANDERSON@GMAIL.COM
589,UNIVERSIDAD DE FLORES,MEDICINA,2020-11-17,,JESSICA CONTRERAS,F,1941-01-27,5871,,PAMELACRAIG@YAHOO.COM
590,UNIVERSIDAD DE FLORES,ACTUARIO ,2020-12-10,,MARK SANDOVAL,M,1927-09-16,1885,,ZMCGEE@GMAIL.COM
591,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ,2020-12-06,,DEANNA THOMPSON,F,1971-12-10,3420,,CHASESYDNEY@HOTMAIL.COM
592,UNIVERSIDAD DE FLORES,LICENCIATURA EN MUSICOTERAPIA,2021-01-06,,BETTY JONES,F,1984-05-19,9111,,LISACOLLIER@GMAIL.COM
593,UNIVERSIDAD DE FLORES,LICENCIATURA EN PSICOLOGÍA,2020-12-18,,BROOKE TORRES,F,1995-01-26,4178,,KERRIFORBES@GMAIL.COM
594,UNIVERSIDAD DE FLORES,DISEÑO DE IMAGEN Y SONIDO,2020-11-25,,JORDAN MCKAY,M,1912-05-11,7263,,AGREENE@GMAIL.COM
595,UNIVERSIDAD DE FLORES,LICENCIATURA EN ARTES,2020-12-25,,JULIE RUIZ,F,1982-11-26,7407,,SYATES@HOTMAIL.COM
596,UNIVERSIDAD DE FLORES,LICENCIATURA EN SOCIOLOGÍA ,2020-12-08,,DOUGLAS JOHNSON,M,1906-06-10,3730,,JOSEPH29@YAHOO.COM
597,UNIVERSIDAD DE FLORES,LICENCIATURA EN PSICOLOGÍA,2020-09-27,,DIANE SCOTT,F,1981-11-14,1871,,HORNEKEVIN@YAHOO.COM
598,UNIVERSIDAD DE FLORES,LICENCIATURA EN PRODUCCIÓN DE BIOIMAGENES,2020-09-30,,ALLISON JONES,F,2002-08-28,7114,,CINDYCASTILLO@GMAIL.COM
599,UNIVERSIDAD DE FLORES,LICENCIATURA EN SOCIOLOGÍA ,2020-12-31,,MICHAEL RIVERA,M,1936-09-13,3222,,STEPHANIE82@HOTMAIL.COM
600,UNIVERSIDAD DE FLORES,LICENCIATURA EN PSICOLOGÍA,2020-12-29,,WILLIAM BELL,M,1972-08-10,3040,,BREANNAESPARZA@GMAIL.COM
601,UNIVERSIDAD DE FLORES,AGRONOMÍA,2020-11-09,,LARRY SIMON,M,1955-10-30,7226,,GARCIARONNIE@GMAIL.COM
602,UNIVERSIDAD DE FLORES,LICENCIATURA EN MUSICOTERAPIA,2020-10-11,,KATHRYN MORRIS,F,2018-05-15,9411,,ROGERSJUSTIN@YAHOO.COM
603,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS AMBIENTALES,2020-11-29,,JOHN RODRIGUEZ,M,1957-09-12,3170,,GROBBINS@GMAIL.COM
604,UNIVERSIDAD DE FLORES,LICENCIATURA EN PRODUCCIÓN DE BIOIMAGENES,2020-10-16,,SAMANTHA HALL,F,1983-03-06,3162,,KCHAVEZ@YAHOO.COM
605,UNIVERSIDAD DE FLORES,LICENCIATURA EN MUSICOTERAPIA,2020-10-28,,MICHAEL ESCOBAR,M,1934-11-04,5517,,HGREGORY@HOTMAIL.COM
606,UNIVERSIDAD DE FLORES,LICENCIATURA EN MUSICOTERAPIA,2020-11-20,,JIM PETERSON,M,1974-12-09,7511,,ABERRY@GMAIL.COM
607,UNIVERSIDAD DE FLORES,INGENIERÍA MECÁNICA,2020-09-14,,JORGE DELGADO,M,1943-09-12,3563,,TODD45@YAHOO.COM
608,UNIVERSIDAD DE FLORES,DISEÑO DE IMAGEN Y SONIDO,2020-12-26,,DENNIS ANDERSON,M,1975-07-05,6608,,WILSONLAURA@YAHOO.COM
609,UNIVERSIDAD DE FLORES,AGRONOMÍA,2020-10-23,,APRIL GOMEZ,F,2012-05-26,5443,,LOPEZJEREMY@YAHOO.COM
610,UNIVERSIDAD DE FLORES,ARQUITECTURA,2020-11-21,,JAMES MENDEZ,M,1907-05-29,3428,,JENNIFER79@HOTMAIL.COM
611,UNIVERSIDAD DE FLORES,MEDICINA,2020-12-29,,JOSHUA DIAZ,M,2002-06-22,5871,,JAMESBAILEY@YAHOO.COM
612,UNIVERSIDAD DE FLORES,LICENCIATURA EN KINESIOLOGÍA Y FISIATRÍA,2020-12-03,,ANGELA BRADFORD,F,1937-08-03,8505,,ALAN54@HOTMAIL.COM
